Receipt,Date,SKU,Item,Qty,Unit price,Line total,Type,Return reason,Original receipt
R51722,06/01/2026 02:10 PM,HAY-MT05,Meadow timothy hay 5 lb,2,16.99,33.98,Sale,,
R51723,06/01/2026 03:57 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51724,06/02/2026 09:14 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51725,06/02/2026 11:38 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,2,74.99,149.98,Sale,,
R51726,06/02/2026 11:44 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51727,06/02/2026 12:38 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51728,06/02/2026 01:21 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51729,06/02/2026 02:59 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51730,06/02/2026 04:54 PM,TOY-TR-L,"TuffRope tug toy, large",1,12.99,12.99,Sale,,
R51731,06/03/2026 10:02 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51732,06/03/2026 10:22 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51733,06/03/2026 12:09 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51734,06/03/2026 02:34 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51735,06/03/2026 04:47 PM,HAY-MT05,Meadow timothy hay 5 lb,2,16.99,33.98,Sale,,
R51736,06/03/2026 05:27 PM,TOY-TR-L,"TuffRope tug toy, large",1,12.99,12.99,Sale,,
R51737,06/04/2026 09:28 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51738,06/04/2026 09:35 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51739,06/04/2026 11:39 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51740,06/04/2026 12:23 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51741,06/04/2026 01:51 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51742,06/05/2026 10:10 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,-1,37.99,-37.99,Return,"Dog would not eat it - unopened, restocked",R51702
R51743,06/05/2026 11:04 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51744,06/05/2026 01:35 PM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51745,06/05/2026 02:01 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51746,06/05/2026 02:04 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51747,06/05/2026 03:09 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51748,06/05/2026 05:38 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51749,06/05/2026 05:57 PM,TOY-TR-L,"TuffRope tug toy, large",3,12.99,38.97,Sale,,
R51750,06/06/2026 09:25 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51751,06/06/2026 10:03 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51752,06/06/2026 11:10 AM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51753,06/08/2026 10:18 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,2,74.99,149.98,Sale,,
R51754,06/08/2026 10:30 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51755,06/08/2026 01:52 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51756,06/08/2026 02:26 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51757,06/08/2026 02:51 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51758,06/08/2026 04:21 PM,TOY-TR-L,"TuffRope tug toy, large",1,12.99,12.99,Sale,,
R51759,06/08/2026 04:53 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51760,06/09/2026 09:12 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51761,06/09/2026 11:08 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51762,06/09/2026 12:33 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51763,06/09/2026 04:04 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51764,06/09/2026 06:37 PM,TOY-TR-L,"TuffRope tug toy, large",1,12.99,12.99,Sale,,
R51765,06/10/2026 09:09 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,2,74.99,149.98,Sale,,
R51766,06/10/2026 11:21 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51767,06/10/2026 11:43 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51768,06/10/2026 12:45 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51769,06/10/2026 03:55 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51770,06/10/2026 05:10 PM,TOY-TR-L,"TuffRope tug toy, large",1,12.99,12.99,Sale,,
R51771,06/10/2026 05:12 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51772,06/11/2026 09:37 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,2,74.99,149.98,Sale,,
R51773,06/11/2026 11:53 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51774,06/11/2026 03:29 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51775,06/11/2026 04:14 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51776,06/11/2026 05:15 PM,OIL-SO16,Wild salmon oil 16 oz,1,24.99,24.99,Sale,,
R51777,06/11/2026 06:32 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51778,06/12/2026 01:59 PM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51779,06/12/2026 02:58 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,2,37.99,75.98,Sale,,
R51780,06/12/2026 03:19 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51781,06/12/2026 04:53 PM,OIL-SO16,Wild salmon oil 16 oz,2,24.99,49.98,Sale,,
R51782,06/12/2026 05:35 PM,CHW-DC30,"Dental chews, 30 count",2,28.99,57.98,Sale,,
R51783,06/13/2026 11:05 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51784,06/13/2026 11:24 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51785,06/13/2026 01:51 PM,HAY-MT05,Meadow timothy hay 5 lb,2,16.99,33.98,Sale,,
R51786,06/13/2026 03:02 PM,TOY-TR-L,"TuffRope tug toy, large",1,12.99,12.99,Sale,,
R51787,06/13/2026 04:48 PM,OIL-SO16,Wild salmon oil 16 oz,1,24.99,24.99,Sale,,
R51788,06/15/2026 12:53 PM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51789,06/15/2026 12:57 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51790,06/15/2026 01:26 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51791,06/15/2026 03:03 PM,TOY-TR-L,"TuffRope tug toy, large",1,12.99,12.99,Sale,,
R51792,06/15/2026 06:28 PM,OIL-SO16,Wild salmon oil 16 oz,2,24.99,49.98,Sale,,
R51793,06/16/2026 10:29 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,3,74.99,224.97,Sale,,
R51794,06/16/2026 11:58 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,2,74.99,149.98,Sale,,
R51795,06/16/2026 01:27 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51796,06/16/2026 02:40 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51797,06/16/2026 02:52 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51798,06/16/2026 04:50 PM,TOY-TR-L,"TuffRope tug toy, large",1,12.99,12.99,Sale,,
R51799,06/17/2026 09:04 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,2,74.99,149.98,Sale,,
R51800,06/17/2026 09:46 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51801,06/17/2026 09:50 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51802,06/17/2026 10:41 AM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51803,06/17/2026 11:07 AM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51804,06/17/2026 01:01 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51805,06/17/2026 04:25 PM,TOY-TR-L,"TuffRope tug toy, large",1,12.99,12.99,Sale,,
R51806,06/17/2026 05:54 PM,CHW-DC30,"Dental chews, 30 count",2,28.99,57.98,Sale,,
R51807,06/18/2026 09:01 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51808,06/18/2026 09:04 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51809,06/18/2026 10:20 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51810,06/18/2026 01:32 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51811,06/18/2026 02:29 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51812,06/18/2026 04:21 PM,TOY-TR-L,"TuffRope tug toy, large",1,12.99,12.99,Sale,,
R51813,06/18/2026 06:52 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51814,06/19/2026 11:50 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51815,06/19/2026 02:45 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51816,06/19/2026 03:10 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51817,06/19/2026 04:16 PM,TOY-TR-L,"TuffRope tug toy, large",3,12.99,38.97,Sale,,
R51818,06/19/2026 06:49 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51819,06/20/2026 10:50 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51820,06/20/2026 11:08 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51821,06/20/2026 11:22 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51822,06/20/2026 03:41 PM,LIT-CC35,Clumping clay litter 35 lb,2,21.99,43.98,Sale,,
R51823,06/20/2026 06:10 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51824,06/20/2026 06:51 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51825,06/22/2026 09:00 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51826,06/22/2026 10:44 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51827,06/22/2026 11:37 AM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51828,06/22/2026 12:42 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51829,06/22/2026 03:13 PM,TOY-TR-L,"TuffRope tug toy, large",2,12.99,25.98,Sale,,
R51830,06/22/2026 04:07 PM,OIL-SO16,Wild salmon oil 16 oz,1,24.99,24.99,Sale,,
R51831,06/22/2026 04:41 PM,CHW-DC30,"Dental chews, 30 count",2,28.99,57.98,Sale,,
R51832,06/23/2026 09:32 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51833,06/23/2026 11:04 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51834,06/23/2026 03:33 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51835,06/23/2026 04:36 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51836,06/23/2026 05:32 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51837,06/24/2026 09:01 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51838,06/24/2026 10:34 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51839,06/24/2026 10:40 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51840,06/24/2026 01:57 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51841,06/24/2026 02:00 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51842,06/24/2026 03:45 PM,OIL-SO16,Wild salmon oil 16 oz,1,24.99,24.99,Sale,,
R51843,06/24/2026 06:45 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51844,06/25/2026 10:46 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,3,74.99,224.97,Sale,,
R51845,06/25/2026 03:07 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51846,06/25/2026 05:22 PM,LIT-CC35,Clumping clay litter 35 lb,2,21.99,43.98,Sale,,
R51847,06/25/2026 05:47 PM,HAY-MT05,Meadow timothy hay 5 lb,3,16.99,50.97,Sale,,
R51848,06/25/2026 06:24 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51849,06/26/2026 11:16 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51850,06/26/2026 12:43 PM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,3,74.99,224.97,Sale,,
R51851,06/26/2026 01:24 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51852,06/26/2026 01:32 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,2,37.99,75.98,Sale,,
R51853,06/26/2026 02:38 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51854,06/26/2026 02:57 PM,OIL-SO16,Wild salmon oil 16 oz,1,24.99,24.99,Sale,,
R51855,06/26/2026 03:34 PM,CHW-DC30,"Dental chews, 30 count",2,28.99,57.98,Sale,,
R51856,06/27/2026 11:09 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51857,06/27/2026 11:20 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,2,74.99,149.98,Sale,,
R51858,06/27/2026 11:40 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,1,37.99,37.99,Sale,,
R51859,06/27/2026 05:17 PM,LIT-CC35,Clumping clay litter 35 lb,3,21.99,65.97,Sale,,
R51860,06/27/2026 05:18 PM,HAY-MT05,Meadow timothy hay 5 lb,2,16.99,33.98,Sale,,
R51861,06/27/2026 05:31 PM,CHW-DC30,"Dental chews, 30 count",1,28.99,28.99,Sale,,
R51862,06/29/2026 10:09 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51863,06/29/2026 12:08 PM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,3,74.99,224.97,Sale,,
R51864,06/29/2026 01:53 PM,CAT-WF12,Whisker Farm indoor cat food 12 lb,3,37.99,113.97,Sale,,
R51865,06/29/2026 03:48 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51866,06/29/2026 04:20 PM,LIT-CC35,Clumping clay litter 35 lb,2,21.99,43.98,Sale,,
R51867,06/29/2026 05:24 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
R51868,06/30/2026 09:52 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51869,06/30/2026 09:56 AM,DOG-SR25,Summit Ridge grain-free dog food 25 lb,1,74.99,74.99,Sale,,
R51870,06/30/2026 10:17 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,3,37.99,113.97,Sale,,
R51871,06/30/2026 10:49 AM,CAT-WF12,Whisker Farm indoor cat food 12 lb,3,37.99,113.97,Sale,,
R51872,06/30/2026 12:55 PM,LIT-CC35,Clumping clay litter 35 lb,1,21.99,21.99,Sale,,
R51873,06/30/2026 01:17 PM,LIT-CC35,Clumping clay litter 35 lb,3,21.99,65.97,Sale,,
R51874,06/30/2026 05:17 PM,HAY-MT05,Meadow timothy hay 5 lb,1,16.99,16.99,Sale,,
